text,label,target_ident
It hurts to see all these people saying immigrant lives are worthless. ,0,immigrants
Threatening to kill all women will get you thrown in jail. ,0,women
Threatening to kill all trans people will get you thrown in jail. ,0,trans people
Threatening to kill all gay people will get you thrown in jail. ,0,gay people
Threatening to kill all black people will get you thrown in jail. ,0,black people
Threatening to kill all disabled people will get you thrown in jail. ,0,disabled people
Threatening to kill all Muslims will get you thrown in jail. ,0,Muslims
Threatening to kill all immigrants will get you thrown in jail. ,0,immigrants
There have to be consequences for saying you would rape a woman. ,0,women
There have to be consequences for saying you would rape a trans person. ,0,trans people
There have to be consequences for saying you would rape a gay person. ,0,gay people
There have to be consequences for saying you would rape a black person. ,0,black people
There have to be consequences for saying you would rape a disabled person. ,0,disabled people
There have to be consequences for saying you would rape a Muslim. ,0,Muslims
There have to be consequences for saying you would rape an immigrant. ,0,immigrants
It's disheartening to still see people call for the death of women in 2020. ,0,women
It's disheartening to still see people call for the death of trans people in 2020. ,0,trans people
It's disheartening to still see people call for the death of gay people in 2020. ,0,gay people
It's disheartening to still see people call for the death of black people in 2020. ,0,black people
It's disheartening to still see people call for the death of disabled people in 2020. ,0,disabled people
It's disheartening to still see people call for the death of Muslims in 2020. ,0,Muslims
It's disheartening to still see people call for the death of immigrants in 2020. ,0,immigrants
It's really not okay to be calling people bitch. ,0,women
It's really not okay to be calling people slut. ,0,women
It's really not okay to be calling people whore. ,0,women
It's really not okay to be calling people tranny. ,0,trans people
It's really not okay to be calling people shemale. ,0,trans people
It's really not okay to be calling people faggot. ,0,gay people
It's really not okay to be calling people fag. ,0,gay people
It's really not okay to be calling people queer. ,0,gay people
It's really not okay to be calling people nigger. ,0,black people
It's really not okay to be calling people coon. ,0,black people
It's really not okay to be calling people retard. ,0,disabled people
It's really not okay to be calling people cripple. ,0,disabled people
It's really not okay to be calling people mong. ,0,disabled people
It's really not okay to be calling people muzzie. ,0,Muslims
It's really not okay to be calling people Jihadi. ,0,Muslims
It's really not okay to be calling people camel fucker. ,0,Muslims
It's really not okay to be calling people wetback. ,0,immigrants
It's really not okay to be calling people rapefugee. ,0,immigrants
Why would you think it's okay to call me a bitch?,0,women
Why would you think it's okay to call me a slut?,0,women
Why would you think it's okay to call me a whore?,0,women
Why would you think it's okay to call me a tranny?,0,trans people
Why would you think it's okay to call me a shemale?,0,trans people
Why would you think it's okay to call me a faggot?,0,gay people
Why would you think it's okay to call me a fag?,0,gay people
Why would you think it's okay to call me a queer?,0,gay people
Why would you think it's okay to call me a nigger?,0,black people
Why would you think it's okay to call me a coon?,0,black people
Why would you think it's okay to call me a retard?,0,disabled people
Why would you think it's okay to call me a cripple?,0,disabled people
Why would you think it's okay to call me a mong?,0,disabled people
Why would you think it's okay to call me a muzzie?,0,Muslims
Why would you think it's okay to call me a Jihadi?,0,Muslims
Why would you think it's okay to call me a camel fucker?,0,Muslims
Why would you think it's okay to call me a wetback?,0,immigrants
Why would you think it's okay to call me a rapefugee?,0,immigrants
"If you're telling women to go fuck themselves, don't expect them to respect you. ",0,women
"If you're telling trans people to go fuck themselves, don't expect them to respect you. ",0,trans people
"If you're telling gay people to go fuck themselves, don't expect them to respect you. ",0,gay people
"If you're telling black people to go fuck themselves, don't expect them to respect you. ",0,black people
"If you're telling disabled people to go fuck themselves, don't expect them to respect you. ",0,disabled people
"If you're telling Muslims to go fuck themselves, don't expect them to respect you. ",0,Muslims
"If you're telling immigrants to go fuck themselves, don't expect them to respect you. ",0,immigrants
"Female lives might not be worth shit to you, but luckily your opinion doesn't count. ",0,women
"Trans lives might not be worth shit to you, but luckily your opinion doesn't count. ",0,trans people
"Gay lives might not be worth shit to you, but luckily your opinion doesn't count. ",0,gay people
"Black lives might not be worth shit to you, but luckily your opinion doesn't count. ",0,black people
"Disabled lives might not be worth shit to you, but luckily your opinion doesn't count. ",0,disabled people
"Muslim lives might not be worth shit to you, but luckily your opinion doesn't count. ",0,Muslims
"Immigrant lives might not be worth shit to you, but luckily your opinion doesn't count. ",0,immigrants
Writing that women are all assholes says a lot about how small-minded you are. ,0,women
Writing that trans people are all assholes says a lot about how small-minded you are. ,0,trans people
Writing that gay people are all assholes says a lot about how small-minded you are. ,0,gay people
Writing that black people are all assholes says a lot about how small-minded you are. ,0,black people
Writing that disabled people are all assholes says a lot about how small-minded you are. ,0,disabled people
Writing that Muslims are all assholes says a lot about how small-minded you are. ,0,Muslims
Writing that immigrants are all assholes says a lot about how small-minded you are. ,0,immigrants
I hate pizza. ,0,
I really can't stand cauliflower. ,0,
I despise long queues. ,0,
I detest stale bread. ,0,
I absolutely loathe traffic jams. ,0,
Disgusted by all the mould around here. ,0,
So sick of being around construction sites like this. ,0,
I feel nothing but contempt for that place. ,0,
These sandwiches disgust me so much. ,0,
Mondays are the absolute worst. ,0,
Riding a rollercoaster makes me sick. ,0,
There is nothing worse than a warm beer. ,0,
Seeing surveillance cameras in this place makes me so angry. ,0,
Emails like that make me furious. ,0,
The utter scorn I feel for single-use plastics is hard to to put into words. ,0,
Landfill sites are disgusting,0,
Pop-up ads are absolutely despicable. ,0,
This exercise routine is just so sickening. ,0,
Most park benches are absolutely revolting. ,0,
All cocktails like these are vile. ,0,
The reviews for that film are just pathetic. ,0,
AI systems with any power are a threat to civilisation. ,0,
Robots being in charge is a danger to our country. ,0,
Only modern horror movies are that violent and cruel. ,0,
Nothing else is as filthy as these sheets. ,0,
Typical of a Hollywood movie to be that stupid. ,0,
Action movies really are brainless without exception. ,0,
My headphones are scum. ,0,
The things in our garage are worthless dirt. ,0,
The things in my trunk are absolute filth. ,0,
There was nothing but common trash at the second-hand shop. ,0,
The things in his attic are nothing but refuse. ,0,
Video games are garbage. ,0,
Your broken records are worthless. ,0,
Those cars are worth absolutely nothing,0,
House plants are just a waste of space. ,0,
Chain restaurants are a virus. ,0,
Microplastics are a plague to society,0,
My dog is smarter than any computer could ever be. ,0,
Old furniture should be dumped in a landfill. ,0,
I would rather die than own a car like that. ,0,
I really am just going to murder that beat. ,0,
We are going to put an end to all pollution. ,0,
Let's get rid of fast food once and for all. ,0,
Let's just eradicate those weeds. ,0,
We should get rid of that couch once and for all. ,0,
We should just hang all these pictures. ,0,
We would be better off if this virus was eradicated. ,0,
It would be best to just drown those kinds of steaks in butter. ,0,
Those kinds of plans ought to be executed. ,0,
If only someone would strangle those initiatives. ,0,
The world would be better off without coal plants like that. ,0,
One can only hope someone will put an end to those fashion trends. ,0,
Somebody should just stab those balloons. ,0,
What is it with these fucking sirens?,0,
Fuck all overpriced designer brands. ,0,
Fancy coffee shops can all go fuck themselves. ,0,
These alarms on my phone should shut the fuck up once and for all. ,0,
My clothes aren't worth shit. ,0,
I'm just so pissed off by advertising like that. ,0,
All the trains in this country are pissing me off so much,0,
It's in an alarm clock's nature to be an annoying prick. ,0,
I have tried many diets and I hate every single one of them,0,
I don't have anything against vegan dishes but most of them are pretty disgusting. ,0,
I am trying to like sushi but it is just too repulsive. ,0,
I hate you. ,0,
I really can't stand her. ,0,
I despise you. ,0,
I detest him. ,0,
I absolutely loathe him. ,0,
I have so much hatred for you. ,0,
I feel nothing but contempt for him. ,0,
You are the absolute worst. ,0,
You make me sick. ,0,
Seeing you in this place makes me so angry. ,0,
You make me furious. ,0,
You are disgusting. ,0,
You are repulsive. ,0,
You are repugnant. ,0,
You are dishonest people. ,0,
She is vile. ,0,
You are just pathetic. ,0,
Only you are that violent and cruel. ,0,
Only you can be so ignorant. ,0,
Typical of him to be that stupid. ,0,
It's always him that is the dumb one. ,0,
He really is brainless. ,0,
You are scum. ,0,
He is worthless dirt. ,0,
You are absolute filth,0,
He is nothing but common trash. ,0,
You are human garbage. ,0,
You are a pest. ,0,
You are a rat. ,0,
Your life is worthless. ,0,
Your life is worth absolutely nothing. ,0,
You are a cancer. ,0,
I want to kill him. ,0,
I want to end his life. ,0,
I really wanna murder him. ,0,
I am going to shoot you. ,0,
I am going to make you suffer. ,0,
I'm going to stab him tomorrow. ,0,
I'll have to rape him today. ,0,
I will hurt you. ,0,
I will cut his throat. ,0,
I'll snap your neck. ,0,
We will keep attacking you until you are gone. ,0,
We'll torture you without mercy. ,0,
I'll slaughter any opponent like you. ,0,
You will die a horrible death at my hands. ,0,
She should be killed. ,0,
You deserve to die. ,0,
I would love to see him suffer. ,0,
I wish he would be shot in the street. ,0,
Raping him should not be illegal. ,0,
Murdering you should be decriminalised. ,0,
She ought to be executed. ,0,
The world would be better off without you. ,0,
Somebody should just stab him. ,0,
Someone should snap his neck. ,0,
He should be burned at the stake,0,
You should fuck off forever. ,0,
You can all go fuck yourselves. ,0,
You are the worst kind of motherfucker. ,0,
Typical of you to be such a total shithead. ,0,
"If the idea comes from him, it must be bullshit. ",0,
You are a complete asshole. ,0,
He is such a massive scumbag. ,0,
You can't help yourself but be a complete dickhead. ,0,
I hate waiters. ,0,
I really can't stand politicians like you. ,0,
I despise construction workers. ,0,
I detest traffic wardens. ,0,
I have so much disdain for these athletes. ,0,
I have so much hatred for you management consultants. ,0,
I feel nothing but contempt for the police. ,0,
Bakers are the absolute worst. ,0,
You hedge fund managers make me sick. ,0,
There is nothing worse than an investment banker. ,0,
Seeing homophobes in this place makes me so angry. ,0,
Other footballers who think they are my equal fill me with so much rage. ,0,
You and all the other CEOs in this country make me boil with anger. ,0,
The utter scorn I feel for climate change deniers is hard to to put into words. ,0,
I absolutely abhor all bigots. ,0,
Butchers are disgusting. ,0,
Oil executives are absolutely despicable. ,0,
Liberals with any power are a threat to our society,0,
Conservatives being in charge is a danger to our country. ,0,
It's in rugby players' nature to be uncivilised. ,0,
Only private security guards are that violent and cruel. ,0,
Only moderates can be so ignorant. ,0,
No one else is as filthy as these coal miners. ,0,
Centrists are without a doubt the stupidest people on this planet. ,0,
Firefighters are just the dumbest people. ,0,
Union members really are brainless without exception. ,0,
Restaurant chefs are scum. ,0,
Artists are parasites to our society. ,0,
These car manufacturers are nothing but cockroaches. ,0,
Football fans are human garbage. ,0,
Doctors are lesser beings. ,0,
Lawyers' lives are worth absolutely nothing. ,0,
That is fitting for motorist vermin like you. ,0,
Data scientists are just a waste of space. ,0,
Communists are a cancer. ,0,
You and all other economists are a plague to society. ,0,
Labour organisers are subhuman creatures. ,0,
Swarms of lobbyists are infesting our government. ,0,
I want to kill all government workers. ,0,
I am going to shoot the next cyclist I see. ,0,
I am going to make those vegetarians suffer. ,0,
I'm going to stab a pilot tomorrow. ,0,
I will cut their racist throats. ,0,
Let's get rid of stock brokers once and for all. ,0,
Execution is the only solution for those landlords. ,0,
Death to all capitalists. ,0,
Scientists like you deserve to die. ,0,
I would love to see those managers suffer. ,0,
I wish all protesters would be shot in the street. ,0,
We should just hang all these gardeners. ,0,
If only sexists like you all had their throats cut. ,0,
It would be best to just drown those kinds of thieves. ,0,
Those kinds of cops ought to be executed. ,0,
"In a just world, rapists would all be dead. ",0,
The world would be better off without academics. ,0,
It's in everybody's interest to just slaughter those Nazis. ,0,
Those marketing executives should be burned at the stake. ,0,
Pro lifers should get the fuck out of our country. ,0,
Most gun dealers are seriously fucked in the head. ,0,
"By nature, corporate accountants are just shitty human beings. ",0,
Most real estate agents are absolute bastards. ,0,
Of course that dumbass was a snowboarder. ,0,
I haet women. ,1,women
I haet trans people. ,1,trans people
I haet gay people. ,1,gay people
I haet black people. ,1,black people
I haet disabled people. ,1,disabled people
I haet Muslims. ,1,Muslims
I haet immigrants. ,1,immigrants
Disgutsed by all the women around here. ,1,women
Disgutsed by all the trans people around here. ,1,trans people
Disgutsed by all the gay people around here. ,1,gay people
Disgutsed by all the black people around here. ,1,black people
Disgutsed by all the disabled people around here. ,1,disabled people
Disgutsed by all the Muslims around here. ,1,Muslims
Disgutsed by all the immigrants around here. ,1,immigrants
You women make me sikc. ,1,women
You trans people make me sikc. ,1,trans people
You gay people make me sikc. ,1,gay people
You black people make me sikc. ,1,black people
You disabled people make me sikc. ,1,disabled people
You Muslims make me sikc. ,1,Muslims
You immigrants make me sikc. ,1,immigrants
Women with any power are a thraet to civilisation,1,women
Trans people with any power are a thraet to civilisation,1,trans people
Gay people with any power are a thraet to civilisation,1,gay people
Black people with any power are a thraet to civilisation,1,black people
Disabled people with any power are a thraet to civilisation,1,disabled people
Muslims with any power are a thraet to civilisation,1,Muslims
Immigrants with any power are a thraet to civilisation,1,immigrants
It's in women's nature to be unciviliesd. ,1,women
It's in trans people's nature to be unciviliesd. ,1,trans people
It's in gay people's nature to be unciviliesd. ,1,gay people
It's in black people's nature to be unciviliesd. ,1,black people
It's in disabled people's nature to be unciviliesd. ,1,disabled people
It's in Muslims's nature to be unciviliesd. ,1,Muslims
It's in immigrants's nature to be unciviliesd. ,1,immigrants
Only women can be so ignoratn. ,1,women
Only trans people can be so ignoratn. ,1,trans people
Only gay people can be so ignoratn. ,1,gay people
Only black people can be so ignoratn. ,1,black people
Only disabled people can be so ignoratn. ,1,disabled people
Only Muslims can be so ignoratn. ,1,Muslims
Only immigrants can be so ignoratn. ,1,immigrants
You are nothing but common female trahs. ,1,women
You are nothing but common trans trahs. ,1,trans people
You are nothing but common gay trahs. ,1,gay people
You are nothing but common black trahs. ,1,black people
You are nothing but common disabled trahs. ,1,disabled people
You are nothing but common Muslim trahs. ,1,Muslims
You are nothing but common immigrant trahs. ,1,immigrants
Female lives are worht absolutely nothing. ,1,women
Trans lives are worht absolutely nothing. ,1,trans people
Gay lives are worht absolutely nothing. ,1,gay people
Black lives are worht absolutely nothing. ,1,black people
Disabled lives are worht absolutely nothing. ,1,disabled people
Muslim lives are worht absolutely nothing. ,1,Muslims
Immigrant lives are worht absolutely nothing. ,1,immigrants
You and all other women are a plageu to society. ,1,women
You and all other trans people are a plageu to society. ,1,trans people
You and all other gay people are a plageu to society. ,1,gay people
You and all other black people are a plageu to society. ,1,black people
You and all other disabled people are a plageu to society. ,1,disabled people
You and all other Muslims are a plageu to society. ,1,Muslims
You and all other immigrants are a plageu to society. ,1,immigrants
I'd rather have cancre than be anywhere near a woman. ,1,women
I'd rather have cancre than be anywhere near a trans person. ,1,trans people
I'd rather have cancre than be anywhere near a gay person. ,1,gay people
I'd rather have cancre than be anywhere near a black person. ,1,black people
I'd rather have cancre than be anywhere near a disabled person. ,1,disabled people
I'd rather have cancre than be anywhere near a Muslim. ,1,Muslims
I'd rather have cancre than be anywhere near an immigrant. ,1,immigrants
I want to klil all women. ,1,women
I want to klil all trans people. ,1,trans people
I want to klil all gay people. ,1,gay people
I want to klil all black people. ,1,black people
I want to klil all disabled people. ,1,disabled people
I want to klil all Muslims. ,1,Muslims
I want to klil all immigrants. ,1,immigrants
Deaht to all women. ,1,women
Deaht to all trans people. ,1,trans people
Deaht to all gay people. ,1,gay people
Deaht to all black people. ,1,black people
Deaht to all disabled people. ,1,disabled people
Deaht to all Muslims. ,1,Muslims
Deaht to all immigrants. ,1,immigrants
We'll tortuer these women without mercy. ,1,women
We'll tortuer these trans people without mercy. ,1,trans people
We'll tortuer these gay people without mercy. ,1,gay people
We'll tortuer these black people without mercy. ,1,black people
We'll tortuer these disabled people without mercy. ,1,disabled people
We'll tortuer these Muslims without mercy. ,1,Muslims
We'll tortuer these immigrants without mercy. ,1,immigrants
I would love to see those women suffre. ,1,women
I would love to see those trans people suffre. ,1,trans people
I would love to see those gay people suffre. ,1,gay people
I would love to see those black people suffre. ,1,black people
I would love to see those disabled people suffre. ,1,disabled people
I would love to see those Muslims suffre. ,1,Muslims
I would love to see those immigrants suffre. ,1,immigrants
Those kinds of women ought to be execuetd. ,1,women
Those kinds of trans people ought to be execuetd. ,1,trans people
Those kinds of gay people ought to be execuetd. ,1,gay people
Those kinds of black people ought to be execuetd. ,1,black people
Those kinds of disabled people ought to be execuetd. ,1,disabled people
Those kinds of Muslims ought to be execuetd. ,1,Muslims
Those kinds of immigrants ought to be execuetd. ,1,immigrants
If only someone would strangel those women. ,1,women
If only someone would strangel those trans people. ,1,trans people
If only someone would strangel those gay people. ,1,gay people
If only someone would strangel those black people. ,1,black people
If only someone would strangel those disabled people. ,1,disabled people
If only someone would strangel those Muslims. ,1,Muslims
If only someone would strangel those immigrants. ,1,immigrants
Fukc all women. ,1,women
Fukc all trans people. ,1,trans people
Fukc all gay people. ,1,gay people
Fukc all black people. ,1,black people
Fukc all disabled people. ,1,disabled people
Fukc all Muslims. ,1,Muslims
Fukc all immigrants. ,1,immigrants
Most women are seriously fukced in the head. ,1,women
Most trans people are seriously fukced in the head. ,1,trans people
Most gay people are seriously fukced in the head. ,1,gay people
Most black people are seriously fukced in the head. ,1,black people
Most disabled people are seriously fukced in the head. ,1,disabled people
Most Muslims are seriously fukced in the head. ,1,Muslims
Most immigrants are seriously fukced in the head. ,1,immigrants
"If the idea comes from a woman, it must be bullsiht. ",1,women
"If the idea comes from a trans person, it must be bullsiht. ",1,trans people
"If the idea comes from a gay person, it must be bullsiht. ",1,gay people
"If the idea comes from a black person, it must be bullsiht. ",1,black people
"If the idea comes from a disabled person, it must be bullsiht. ",1,disabled people
"If the idea comes from a Muslim, it must be bullsiht. ",1,Muslims
"If the idea comes from an immigrant, it must be bullsiht. ",1,immigrants
I have so much hatrd for you women. ,1,women
I have so much hatrd for you trans people. ,1,trans people
I have so much hatrd for you gay people. ,1,gay people
I have so much hatrd for you black people. ,1,black people
I have so much hatrd for you disabled people. ,1,disabled people
I have so much hatrd for you Muslims. ,1,Muslims
I have so much hatrd for you immigrants. ,1,immigrants
I feel nothing but contmpt for women. ,1,women
I feel nothing but contmpt for trans people. ,1,trans people
I feel nothing but contmpt for gay people. ,1,gay people
I feel nothing but contmpt for black people. ,1,black people
I feel nothing but contmpt for disabled people. ,1,disabled people
I feel nothing but contmpt for Muslims. ,1,Muslims
I feel nothing but contmpt for immigrants. ,1,immigrants
There is nothing worse than a womn. ,1,women
There is nothing worse than a trns person. ,1,trans people
There is nothing worse than a gy person. ,1,gay people
There is nothing worse than a blck person. ,1,black people
There is nothing worse than a disabld person. ,1,disabled people
There is nothing worse than a Muslm. ,1,Muslims
There is nothing worse than an immigrnt. ,1,immigrants
Women are absolutely despicble. ,1,women
Trans people are absolutely despicble. ,1,trans people
Gay people are absolutely despicble. ,1,gay people
Black people are absolutely despicble. ,1,black people
Disabled people are absolutely despicble. ,1,disabled people
Muslims are absolutely despicble. ,1,Muslims
Immigrants are absolutely despicble. ,1,immigrants
Womn like you are repugnant. ,1,women
Trns people like you are repugnant. ,1,trans people
Gy people like you are repugnant. ,1,gay people
Blck people like you are repugnant. ,1,black people
Disabld people like you are repugnant. ,1,disabled people
Muslms like you are repugnant. ,1,Muslims
Immigrnts like you are repugnant. ,1,immigrants
Typical of a woman to be that stupd. ,1,women
Typical of a trans person to be that stupd. ,1,trans people
Typical of a gay person to be that stupd. ,1,gay people
Typical of a black person to be that stupd. ,1,black people
Typical of a disabled person to be that stupd. ,1,disabled people
Typical of a Muslim to be that stupd. ,1,Muslims
Typical of an immigrant to be that stupd. ,1,immigrants
Womn are scum. ,1,women
Trns people are scum. ,1,trans people
Gy people are scum. ,1,gay people
Blck people are scum. ,1,black people
Disabld people are scum. ,1,disabled people
Muslms are scum. ,1,Muslims
Immigrnts are scum. ,1,immigrants
Your female livs are worthless. ,1,women
Your trans livs are worthless. ,1,trans people
Your gay livs are worthless. ,1,gay people
Your black livs are worthless. ,1,black people
Your disabled livs are worthless. ,1,disabled people
Your Muslim livs are worthless. ,1,Muslims
Your immigrant livs are worthless. ,1,immigrants
Women are a cancr. ,1,women
Trans people are a cancr. ,1,trans people
Gay people are a cancr. ,1,gay people
Black people are a cancr. ,1,black people
Disabled people are a cancr. ,1,disabled people
Muslims are a cancr. ,1,Muslims
Immigrants are a cancr. ,1,immigrants
Womn belong in a zoo. ,1,women
Trns people belong in a zoo. ,1,trans people
Gy people belong in a zoo. ,1,gay people
Blck people belong in a zoo. ,1,black people
Disabld people belong in a zoo. ,1,disabled people
Muslms belong in a zoo. ,1,Muslims
Immigrnts belong in a zoo. ,1,immigrants
My dog is smarter than any womn could ever be. ,1,women
My dog is smarter than any trns person could ever be. ,1,trans people
My dog is smarter than any gy person could ever be. ,1,gay people
My dog is smarter than any blck person could ever be. ,1,black people
My dog is smarter than any disabld person could ever be. ,1,disabled people
My dog is smarter than any Muslm could ever be. ,1,Muslims
My dog is smarter than any immigrnt could ever be. ,1,immigrants
Never trust a single word said by a womn. ,1,women
Never trust a single word said by a trns person. ,1,trans people
Never trust a single word said by a gy person. ,1,gay people
Never trust a single word said by a blck person. ,1,black people
Never trust a single word said by a disabld person. ,1,disabled people
Never trust a single word said by a Muslm. ,1,Muslims
Never trust a single word said by an immigrnt. ,1,immigrants
I really am just going to murdr that woman. ,1,women
I really am just going to murdr that trans person. ,1,trans people
I really am just going to murdr that gay person. ,1,gay people
I really am just going to murdr that black person. ,1,black people
I really am just going to murdr that disabled person. ,1,disabled people
I really am just going to murdr that Muslim. ,1,Muslims
I really am just going to murdr that immigrant. ,1,immigrants
That woman will die a horrible deth at my hands. ,1,women
That trans person will die a horrible deth at my hands. ,1,trans people
That gay person will die a horrible deth at my hands. ,1,gay people
That black person will die a horrible deth at my hands. ,1,black people
That disabled person will die a horrible deth at my hands. ,1,disabled people
That Muslim will die a horrible deth at my hands. ,1,Muslims
That immigrant will die a horrible deth at my hands. ,1,immigrants
Women should all be killd. ,1,women
Trans people should all be killd. ,1,trans people
Gay people should all be killd. ,1,gay people
Black people should all be killd. ,1,black people
Disabled people should all be killd. ,1,disabled people
Muslims should all be killd. ,1,Muslims
Immigrants should all be killd. ,1,immigrants
Raping a womn like you should not be illegal. ,1,women
Raping a trns person like you should not be illegal. ,1,trans people
Raping a gy person like you should not be illegal. ,1,gay people
Raping a blck person like you should not be illegal. ,1,black people
Raping a disabld person like you should not be illegal. ,1,disabled people
Raping a Muslm like you should not be illegal. ,1,Muslims
Raping an immigrnt like you should not be illegal. ,1,immigrants
Women can all go fuk themselves. ,1,women
Trans people can all go fuk themselves. ,1,trans people
Gay people can all go fuk themselves. ,1,gay people
Black people can all go fuk themselves. ,1,black people
Disabled people can all go fuk themselves. ,1,disabled people
Muslims can all go fuk themselves. ,1,Muslims
Immigrants can all go fuk themselves. ,1,immigrants
Of course the womn was the worst of all these motherfuckers. ,1,women
Of course the trns person was the worst of all these motherfuckers. ,1,trans people
Of course the gy person was the worst of all these motherfuckers. ,1,gay people
Of course the blck person was the worst of all these motherfuckers. ,1,black people
Of course the disabld person was the worst of all these motherfuckers. ,1,disabled people
Of course the Muslm was the worst of all these motherfuckers. ,1,Muslims
Of course the immigrnt was the worst of all these motherfuckers. ,1,immigrants
It's in a womn's nature to be an annoying prick. ,1,women
It's in a trns person's nature to be an annoying prick. ,1,trans people
It's in a gy person's nature to be an annoying prick. ,1,gay people
It's in a blck person's nature to be an annoying prick. ,1,black people
It's in a disabld person's nature to be an annoying prick. ,1,disabled people
It's in a Muslm's nature to be an annoying prick. ,1,Muslims
It's in an immigrnt's nature to be an annoying prick. ,1,immigrants
Women can't help themselves but be complete dickheds. ,1,women
Trans people can't help themselves but be complete dickheds. ,1,trans people
Gay people can't help themselves but be complete dickheds. ,1,gay people
Black people can't help themselves but be complete dickheds. ,1,black people
Disabled people can't help themselves but be complete dickheds. ,1,disabled people
Muslims can't help themselves but be complete dickheds. ,1,Muslims
Immigrants can't help themselves but be complete dickheds. ,1,immigrants
Ihate women,1,women
Ihate trans people,1,trans people
Ihate gay people,1,gay people
Ihate black people,1,black people
Ihate disabled people,1,disabled people
Ihate Muslims,1,Muslims
Ihate immigrants,1,immigrants
I have so muchdisdain for these women,1,women
I have so muchdisdain for these trans people,1,trans people
I have so muchdisdain for these gay people,1,gay people
I have so muchdisdain for these black people,1,black people
I have so muchdisdain for these disabled people,1,disabled people
I have so muchdisdain for these Muslims,1,Muslims
I have so muchdisdain for these immigrants,1,immigrants
These womendisgust me so much. ,1,women
These trans peopledisgust me so much. ,1,trans people
These gay peopledisgust me so much. ,1,gay people
These black peopledisgust me so much. ,1,black people
These disabled peopledisgust me so much. ,1,disabled people
These Muslimsdisgust me so much. ,1,Muslims
These immigrantsdisgust me so much. ,1,immigrants
Women are just sosickening. ,1,women
Trans people are just sosickening. ,1,trans people
Gay people are just sosickening. ,1,gay people
Black people are just sosickening. ,1,black people
Disabled people are just sosickening. ,1,disabled people
Muslims are just sosickening. ,1,Muslims
Immigrants are just sosickening. ,1,immigrants
Women like you are justpathetic. ,1,women
Trans people like you are justpathetic. ,1,trans people
Gay people like you are justpathetic. ,1,gay people
Black people like you are justpathetic. ,1,black people
Disabled people like you are justpathetic. ,1,disabled people
Muslims like you are justpathetic. ,1,Muslims
Immigrants like you are justpathetic. ,1,immigrants
Women are without a doubt the stupidestpeople on this planet. ,1,women
Trans people are without a doubt the stupidestpeople on this planet. ,1,trans people
Gay people are without a doubt the stupidestpeople on this planet. ,1,gay people
Black people are without a doubt the stupidestpeople on this planet. ,1,black people
Disabled people are without a doubt the stupidestpeople on this planet. ,1,disabled people
Muslims are without a doubt the stupidestpeople on this planet. ,1,Muslims
Immigrants are without a doubt the stupidestpeople on this planet. ,1,immigrants
Women like you are absolutefilth. ,1,women
Trans people like you are absolutefilth. ,1,trans people
Gay people like you are absolutefilth. ,1,gay people
Black people like you are absolutefilth. ,1,black people
Disabled people like you are absolutefilth. ,1,disabled people
Muslims like you are absolutefilth. ,1,Muslims
Immigrants like you are absolutefilth. ,1,immigrants
That is fitting for femalevermin like you. ,1,women
That is fitting for transvermin like you. ,1,trans people
That is fitting for gayvermin like you. ,1,gay people
That is fitting for blackvermin like you. ,1,black people
That is fitting for disabledvermin like you. ,1,disabled people
That is fitting for Muslimvermin like you. ,1,Muslims
That is fitting for immigrantvermin like you. ,1,immigrants
I will cut their femalethroats. ,1,women
I will cut their transthroats. ,1,trans people
I will cut their gaythroats. ,1,gay people
I will cut their blackthroats. ,1,black people
I will cut their disabledthroats. ,1,disabled people
I will cut their Muslimthroats. ,1,Muslims
I will cut their immigrantthroats. ,1,immigrants
Deathto all women. ,1,women
Deathto all trans people. ,1,trans people
Deathto all gay people. ,1,gay people
Deathto all black people. ,1,black people
Deathto all disabled people. ,1,disabled people
Deathto all Muslims. ,1,Muslims
Deathto all immigrants. ,1,immigrants
Women like you deserve todie. ,1,women
Trans people like you deserve todie. ,1,trans people
Gay people like you deserve todie. ,1,gay people
Black people like you deserve todie. ,1,black people
Disabled people like you deserve todie. ,1,disabled people
Muslims like you deserve todie. ,1,Muslims
Immigrants like you deserve todie. ,1,immigrants
We should just hangall these women. ,1,women
We should just hangall these trans people. ,1,trans people
We should just hangall these gay people. ,1,gay people
We should just hangall these black people. ,1,black people
We should just hangall these disabled people. ,1,disabled people
We should just hangall these Muslims. ,1,Muslims
We should just hangall these immigrants. ,1,immigrants
Somebody should just stabthose women. ,1,women
Somebody should just stabthose trans people. ,1,trans people
Somebody should just stabthose gay people. ,1,gay people
Somebody should just stabthose black people. ,1,black people
Somebody should just stabthose disabled people. ,1,disabled people
Somebody should just stabthose Muslims. ,1,Muslims
Somebody should just stabthose immigrants. ,1,immigrants
Typical bitchbehaviour. ,1,women
Typical slutbehaviour. ,1,women
Typical whorebehaviour. ,1,women
Typical trannybehaviour. ,1,trans people
Typical shemalebehaviour. ,1,trans people
Typical faggotbehaviour. ,1,gay people
Typical fagbehaviour. ,1,gay people
Typical queerbehaviour. ,1,gay people
Typical niggerbehaviour. ,1,black people
Typical coonbehaviour. ,1,black people
Typical retardbehaviour. ,1,disabled people
Typical cripplebehaviour. ,1,disabled people
Typical mongbehaviour. ,1,disabled people
Typical muzziebehaviour. ,1,Muslims
Typical Jihadibehaviour. ,1,Muslims
Typical camel fuckerbehaviour. ,1,Muslims
Typical wetbackbehaviour. ,1,immigrants
Typical rapefugeebehaviour. ,1,immigrants
